#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 02 20 05 999  4.1 99.0 99.00 99.00 99.00 999 1016.5   9.8  12.2 999.0 99.0 99.00
2017 01 02 22 05 999  6.7 99.0 99.00 99.00 99.00 999 1016.1  10.3  12.2 999.0 99.0 99.00
2017 01 02 23 05 999  6.2 99.0 99.00 99.00 99.00 999 1016.5  10.2  12.2 999.0 99.0 99.00
2017 01 03 00 05 999  5.1 99.0 99.00 99.00 99.00 999 1016.4  10.7  12.2 999.0 99.0 99.00
2017 01 03 01 05 999  6.2 99.0 99.00 99.00 99.00 999 1016.3  10.7  12.2 999.0 99.0 99.00
2017 01 03 03 05 999  3.6 99.0 99.00 99.00 99.00 999 1017.5  10.4  12.1 999.0 99.0 99.00
2017 01 03 04 05 999  5.7 99.0 99.00 99.00 99.00 999 1017.6  11.1  12.1 999.0 99.0 99.00
2017 01 03 05 05 999  5.1 99.0 99.00 99.00 99.00 999 1017.7  10.5  12.1 999.0 99.0 99.00
2017 01 03 06 05 999  4.6 99.0 99.00 99.00 99.00 999 1017.9  10.6  12.1 999.0 99.0 99.00
2017 01 03 07 05 999  7.7 99.0 99.00 99.00 99.00 999 1018.4  10.9  12.1 999.0 99.0 99.00
2017 01 03 08 05 999  7.2 99.0 99.00 99.00 99.00 999 1018.5  10.8  12.1 999.0 99.0 99.00
2017 01 03 09 05 999  4.6 99.0 99.00 99.00 99.00 999 1019.0  10.0  12.1 999.0 99.0 99.00
2017 01 03 10 05 999  5.1 99.0 99.00 99.00 99.00 999 1019.3  10.1  12.1 999.0 99.0 99.00
2017 01 03 11 05 999  2.6 99.0 99.00 99.00 99.00 999 1019.2   9.8  12.1 999.0 99.0 99.00
2017 01 03 12 05 999  4.6 99.0 99.00 99.00 99.00 999 1018.7  10.5  12.1 999.0 99.0 99.00
2017 01 03 14 05 999  4.6 99.0 99.00 99.00 99.00 999 1018.3  10.8  12.1 999.0 99.0 99.00
2017 01 03 15 05 999  3.6 99.0 99.00 99.00 99.00 999 1018.1  10.9  12.2 999.0 99.0 99.00
2017 01 03 16 05 999  5.1 99.0 99.00 99.00 99.00 999 1017.7  11.0  12.2 999.0 99.0 99.00
2017 01 03 17 05 999  5.7 99.0 99.00 99.00 99.00 999 1017.0  11.0  12.3 999.0 99.0 99.00
2017 01 03 18 05 999  5.7 99.0 99.00 99.00 99.00 999 1017.2  11.1  12.2 999.0 99.0 99.00
2017 01 03 19 05 999  5.7 99.0 99.00 99.00 99.00 999 1016.7  12.3  12.2 999.0 99.0 99.00
2017 01 03 20 05 999 11.3 99.0 99.00 99.00 99.00 999 1015.5  12.7  12.2 999.0 99.0 99.00
2017 01 03 21 05 999 11.3 99.0 99.00 99.00 99.00 999 1014.5  12.7  12.2 999.0 99.0 99.00
2017 01 03 22 05 999 11.3 99.0 99.00 99.00 99.00 999 1014.2  12.4  12.2 999.0 99.0 99.00
2017 01 03 23 05 999  9.8 99.0 99.00 99.00 99.00 999 1014.4  12.6  12.2 999.0 99.0 99.00
2017 01 04 00 05 999 11.3 99.0 99.00 99.00 99.00 999 1013.2  12.8  12.4 999.0 99.0 99.00
2017 01 04 01 05 999 10.8 99.0 99.00 99.00 99.00 999 1013.6  12.9  12.5 999.0 99.0 99.00
2017 01 04 02 05 999 10.8 99.0 99.00 99.00 99.00 999 1013.7  13.0  12.5 999.0 99.0 99.00
2017 01 04 03 05 999 12.4 99.0 99.00 99.00 99.00 999 1013.6  13.3  12.5 999.0 99.0 99.00
2017 01 04 04 05 999 11.8 99.0 99.00 99.00 99.00 999 1014.1  12.8  12.5 999.0 99.0 99.00
2017 01 04 05 05 999 10.8 99.0 99.00 99.00 99.00 999 1013.7  12.8  12.5 999.0 99.0 99.00
2017 01 04 06 05 999 11.3 99.0 99.00 99.00 99.00 999 1013.2  13.1  12.5 999.0 99.0 99.00
2017 01 04 07 05 999 13.9 99.0 99.00 99.00 99.00 999 1012.4  13.0  12.5 999.0 99.0 99.00
2017 01 04 08 05 999 12.9 99.0 99.00 99.00 99.00 999 1012.6  13.1  12.5 999.0 99.0 99.00
2017 01 04 09 05 999 10.8 99.0 99.00 99.00 99.00 999 1013.1  12.9  12.5 999.0 99.0 99.00
2017 01 04 10 05 999 12.4 99.0 99.00 99.00 99.00 999 1012.8  13.1  12.4 999.0 99.0 99.00
2017 01 04 11 05 999 10.8 99.0 99.00 99.00 99.00 999 1013.1  12.9  12.4 999.0 99.0 99.00
2017 01 04 12 05 999  9.8 99.0 99.00 99.00 99.00 999 1013.4  13.0  12.4 999.0 99.0 99.00
2017 01 04 13 05 999  5.7 99.0 99.00 99.00 99.00 999 1013.9  12.7  12.4 999.0 99.0 99.00
2017 01 04 14 05 999  6.2 99.0 99.00 99.00 99.00 999 1013.9  13.0  12.4 999.0 99.0 99.00
2017 01 04 15 05 999  6.2 99.0 99.00 99.00 99.00 999 1014.2  13.0  12.4 999.0 99.0 99.00
2017 01 04 16 05 999  7.7 99.0 99.00 99.00 99.00 999 1014.6  13.0  12.4 999.0 99.0 99.00
2017 01 04 17 05 999  7.7 99.0 99.00 99.00 99.00 999 1014.6  13.1  12.4 999.0 99.0 99.00
2017 01 04 18 05 999  6.7 99.0 99.00 99.00 99.00 999 1015.4  13.1  12.4 999.0 99.0 99.00
2017 01 04 19 05 999  6.7 99.0 99.00 99.00 99.00 999 1015.6  13.1  12.4 999.0 99.0 99.00
2017 01 04 20 05 999  6.2 99.0 99.00 99.00 99.00 999 1014.4  13.0  12.4 999.0 99.0 99.00
2017 01 04 21 05 999  6.2 99.0 99.00 99.00 99.00 999 1014.0  13.2  12.5 999.0 99.0 99.00
2017 01 04 22 05 999  6.2 99.0 99.00 99.00 99.00 999 1013.5  13.2  12.5 999.0 99.0 99.00
2017 01 04 23 05 999  5.1 99.0 99.00 99.00 99.00 999 1013.6  13.3  12.5 999.0 99.0 99.00
2017 01 05 00 05 999  5.1 99.0 99.00 99.00 99.00 999 1013.4  13.3  12.5 999.0 99.0 99.00
2017 01 05 01 05 999  3.6 99.0 99.00 99.00 99.00 999 1013.6  11.9  12.4 999.0 99.0 99.00
2017 01 05 02 05 999  1.0 99.0 99.00 99.00 99.00 999 1012.9  11.9  12.4 999.0 99.0 99.00
