#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 01 01 00 08 320  9.8 99.0 99.00 99.00 99.00 999 1019.5  11.9  12.3 999.0 99.0 99.00
2021 01 01 01 08 320  8.8 99.0 99.00 99.00 99.00 999 1019.0  11.9  12.3 999.0 99.0 99.00
2021 01 01 02 08 320  8.2 99.0 99.00 99.00 99.00 999 1018.9  12.1  12.3 999.0 99.0 99.00
2021 01 01 03 08 320  6.2 99.0 99.00 99.00 99.00 999 1019.4  11.9  12.3 999.0 99.0 99.00
2021 01 01 04 08 300  3.1 99.0 99.00 99.00 99.00 999 1019.6  11.9  12.3 999.0 99.0 99.00
2021 01 01 05 08 330  2.1 99.0 99.00 99.00 99.00 999 1019.3  12.2  12.2 999.0 99.0 99.00
2021 01 01 06 08 110  3.1 99.0 99.00 99.00 99.00 999 1019.7  11.8  12.2 999.0 99.0 99.00
2021 01 01 07 08 120  0.5 99.0 99.00 99.00 99.00 999 1019.8  11.6  12.2 999.0 99.0 99.00
2021 01 01 08 08  70  1.0 99.0 99.00 99.00 99.00 999 1019.8  11.0  12.2 999.0 99.0 99.00
2021 01 01 09 08  30  3.1 99.0 99.00 99.00 99.00 999 1019.6  10.6  12.2 999.0 99.0 99.00
2021 01 01 10 08  80  2.6 99.0 99.00 99.00 99.00 999 1019.6  10.4  12.2 999.0 99.0 99.00
2021 01 01 11 08  40  4.6 99.0 99.00 99.00 99.00 999 1019.1  10.5  12.2 999.0 99.0 99.00
2021 01 01 12 08  60  5.1 99.0 99.00 99.00 99.00 999 1019.1   9.7  12.2 999.0 99.0 99.00
2021 01 01 13 08  60  4.1 99.0 99.00 99.00 99.00 999 1019.5   9.7  12.2 999.0 99.0 99.00
2021 01 01 14 08  60  5.7 99.0 99.00 99.00 99.00 999 1019.1   9.3  12.2 999.0 99.0 99.00
