#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 01 01 00 16 999  4.1 99.0 99.00 99.00 99.00 999 1019.2  11.8  13.2 999.0 99.0 99.00
2016 01 01 01 16 999  4.6 99.0 99.00 99.00 99.00 999 1019.4  11.7  13.2 999.0 99.0 99.00
2016 01 01 02 16 999  3.1 99.0 99.00 99.00 99.00 999 1019.6  11.7  13.2 999.0 99.0 99.00
2016 01 01 03 16 999  4.6 99.0 99.00 99.00 99.00 999 1019.7  11.1  13.2 999.0 99.0 99.00
2016 01 01 04 16 999  5.1 99.0 99.00 99.00 99.00 999 1019.8  10.8  13.2 999.0 99.0 99.00
2016 01 01 05 16 999  4.6 99.0 99.00 99.00 99.00 999 1019.8  10.3  13.3 999.0 99.0 99.00
2016 01 01 06 16 999  7.7 99.0 99.00 99.00 99.00 999 1019.4  10.2  13.1 999.0 99.0 99.00
2016 01 01 07 16 999  8.8 99.0 99.00 99.00 99.00 999 1018.9   9.9  12.7 999.0 99.0 99.00
2016 01 01 08 16 999  8.2 99.0 99.00 99.00 99.00 999 1018.7   9.2  12.7 999.0 99.0 99.00
2016 01 01 09 16 999  8.2 99.0 99.00 99.00 99.00 999 1018.1   9.2  12.7 999.0 99.0 99.00
2016 01 01 10 16 999  8.2 99.0 99.00 99.00 99.00 999 1018.2   9.1  12.7 999.0 99.0 99.00
2016 01 01 11 16 999  8.2 99.0 99.00 99.00 99.00 999 1018.2   8.7  12.7 999.0 99.0 99.00
2016 01 01 12 16 999  8.2 99.0 99.00 99.00 99.00 999 1017.7   8.5  12.7 999.0 99.0 99.00
2016 01 01 13 16 999  7.7 99.0 99.00 99.00 99.00 999 1017.9   8.2  12.6 999.0 99.0 99.00
2016 01 01 14 16 999  6.7 99.0 99.00 99.00 99.00 999 1018.3   8.3  12.6 999.0 99.0 99.00
2016 01 01 15 16 999  6.7 99.0 99.00 99.00 99.00 999 1018.5   7.9  12.6 999.0 99.0 99.00
2016 01 01 16 16 999  7.7 99.0 99.00 99.00 99.00 999 1019.0   7.6  12.6 999.0 99.0 99.00
2016 01 01 17 16 999  7.7 99.0 99.00 99.00 99.00 999 1019.6   7.3  12.6 999.0 99.0 99.00
2016 01 01 18 16 999  7.7 99.0 99.00 99.00 99.00 999 1020.1   7.8  12.6 999.0 99.0 99.00
2016 01 01 19 16 999  7.7 99.0 99.00 99.00 99.00 999 1019.8   8.7  12.6 999.0 99.0 99.00
2016 01 01 20 16 999  7.7 99.0 99.00 99.00 99.00 999 1019.1   9.0  12.6 999.0 99.0 99.00
2016 01 01 21 16 999  8.8 99.0 99.00 99.00 99.00 999 1018.4   9.6  12.5 999.0 99.0 99.00
2016 01 01 22 16 999  6.2 99.0 99.00 99.00 99.00 999 1018.3  10.1  12.5 999.0 99.0 99.00
2016 01 01 23 16 999  5.7 99.0 99.00 99.00 99.00 999 1018.3  10.7  12.5 999.0 99.0 99.00
2016 01 02 00 16 999  4.6 99.0 99.00 99.00 99.00 999 1018.2  10.9  12.5 999.0 99.0 99.00
2016 01 02 01 16 999  4.1 99.0 99.00 99.00 99.00 999 1018.0  11.2  12.5 999.0 99.0 99.00
2016 01 02 02 16 999  4.1 99.0 99.00 99.00 99.00 999 1018.0  11.2  12.5 999.0 99.0 99.00
2016 01 02 03 16 999  4.6 99.0 99.00 99.00 99.00 999 1018.2  10.9  12.5 999.0 99.0 99.00
2016 01 02 04 16 999  4.1 99.0 99.00 99.00 99.00 999 1018.6  10.6  12.5 999.0 99.0 99.00
2016 01 02 05 16 999  4.6 99.0 99.00 99.00 99.00 999 1018.8  10.5  12.5 999.0 99.0 99.00
2016 01 02 06 16 999  4.6 99.0 99.00 99.00 99.00 999 1019.0  10.2  12.5 999.0 99.0 99.00
2016 01 02 07 16 999  4.6 99.0 99.00 99.00 99.00 999 1019.0   9.9  12.5 999.0 99.0 99.00
2016 01 02 08 16 999  4.6 99.0 99.00 99.00 99.00 999 1018.9   9.8  12.5 999.0 99.0 99.00
2016 01 02 09 16 999  5.1 99.0 99.00 99.00 99.00 999 1018.1   9.9  12.5 999.0 99.0 99.00
2016 01 02 10 16 999  5.7 99.0 99.00 99.00 99.00 999 1017.8   9.8  12.5 999.0 99.0 99.00
2016 01 02 11 16 999  4.6 99.0 99.00 99.00 99.00 999 1017.9   9.8  12.5 999.0 99.0 99.00
2016 01 02 12 16 999  4.1 99.0 99.00 99.00 99.00 999 1017.6   9.9  12.5 999.0 99.0 99.00
2016 01 02 13 16 999  4.6 99.0 99.00 99.00 99.00 999 1017.3  10.6  12.6 999.0 99.0 99.00
2016 01 02 14 16 999  5.1 99.0 99.00 99.00 99.00 999 1017.3  10.0  12.6 999.0 99.0 99.00
2016 01 02 15 16 999  4.6 99.0 99.00 99.00 99.00 999 1017.4   9.7  12.6 999.0 99.0 99.00
2016 01 02 16 16 999  4.6 99.0 99.00 99.00 99.00 999 1017.5   9.8  12.6 999.0 99.0 99.00
2016 01 02 17 16 999  6.2 99.0 99.00 99.00 99.00 999 1017.3  10.0  12.5 999.0 99.0 99.00
2016 01 02 18 16 999  7.2 99.0 99.00 99.00 99.00 999 1017.2  10.3  12.5 999.0 99.0 99.00
2016 01 02 19 16 999  5.1 99.0 99.00 99.00 99.00 999 1016.9  11.0  12.6 999.0 99.0 99.00
2016 01 02 20 16 999  5.1 99.0 99.00 99.00 99.00 999 1015.7  11.4  12.6 999.0 99.0 99.00
2016 01 02 21 16 999  5.1 99.0 99.00 99.00 99.00 999 1015.0  12.1  12.7 999.0 99.0 99.00
2016 01 02 22 16 999  3.6 99.0 99.00 99.00 99.00 999 1014.6  12.7  12.7 999.0 99.0 99.00
2016 01 02 23 16 999  7.2 99.0 99.00 99.00 99.00 999 1014.0  13.2  12.7 999.0 99.0 99.00
2016 01 03 00 16 999 10.8 99.0 99.00 99.00 99.00 999 1013.3  13.4  12.7 999.0 99.0 99.00
2016 01 03 01 16 999  8.8 99.0 99.00 99.00 99.00 999 1013.4  13.4  12.7 999.0 99.0 99.00
