#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 00 00 999 99.0 99.0  1.46 11.11  6.56 346 9999.0 999.0  13.6 999.0 99.0 99.00
2019 01 01 00 30 999 99.0 99.0  1.50  9.88  6.29 341 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 01 00 999 99.0 99.0  1.44 11.76  6.40 351 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 01 30 999 99.0 99.0  1.33 11.11  6.17 343 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 02 00 999 99.0 99.0  1.33  9.88  6.38 343 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 02 30 999 99.0 99.0  1.26 10.53  6.25 339 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 03 00 999 99.0 99.0  1.24  9.88  6.63 341 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 03 30 999 99.0 99.0  1.22  9.88  6.46 343 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 04 00 999 99.0 99.0  1.08 10.53  6.20 345 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 01 04 30 999 99.0 99.0  1.04  9.88  6.39 341 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 05 00 999 99.0 99.0  1.11  9.88  6.98 339 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 05 30 999 99.0 99.0  1.10 11.11  7.05 343 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 06 00 999 99.0 99.0  1.15  9.88  7.40 342 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 06 30 999 99.0 99.0  1.16 10.53  7.67 342 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 07 00 999 99.0 99.0  1.06  9.09  7.19 334 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 07 30 999 99.0 99.0  1.11 11.11  7.26 342 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 08 00 999 99.0 99.0  1.09 11.11  7.45 343 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 08 30 999 99.0 99.0  1.02 10.53  7.41 343 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 09 00 999 99.0 99.0  0.94  9.88  7.18 338 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 09 30 999 99.0 99.0  0.95  9.88  6.98 338 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 01 10 00 999 99.0 99.0  0.98  9.88  7.08 341 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 10 30 999 99.0 99.0  1.04  9.88  7.17 338 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 11 00 999 99.0 99.0  0.90  9.88  6.39 341 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 11 30 999 99.0 99.0  0.97 11.76  7.00 348 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 12 00 999 99.0 99.0  1.00 11.11  6.56 342 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 12 30 999 99.0 99.0  0.91 11.76  6.39 343 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 13 00 999 99.0 99.0  0.97 11.11  6.81 346 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 13 30 999 99.0 99.0  0.92 12.50  5.97 348 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 14 00 999 99.0 99.0  0.97  9.88  6.25 342 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 14 30 999 99.0 99.0  0.87 12.50  6.52 353 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 15 00 999 99.0 99.0  0.87 10.53  6.79 343 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 15 30 999 99.0 99.0  0.86 12.50  6.69 351 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 16 00 999 99.0 99.0  0.87 11.76  7.20 348 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 16 30 999 99.0 99.0  0.80 11.76  7.33 343 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 17 00 999 99.0 99.0  0.77 11.76  6.81 348 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 17 30 999 99.0 99.0  0.83 11.76  6.90 352 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 18 00 999 99.0 99.0  0.83 11.11  6.96 341 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 18 30 999 99.0 99.0  0.80 10.53  6.57 339 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 19 00 999 99.0 99.0  0.80 10.53  6.70 342 9999.0 999.0  13.2 999.0 99.0 99.00
2019 01 01 19 30 999 99.0 99.0  0.85 11.11  7.05 345 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 20 00 999 99.0 99.0  0.84  9.88  7.32 339 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 20 30 999 99.0 99.0  0.79  9.88  6.91 338 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 21 00 999 99.0 99.0  0.83 10.53  6.89 338 9999.0 999.0  13.3 999.0 99.0 99.00
2019 01 01 21 30 999 99.0 99.0  0.74 10.53  6.85 339 9999.0 999.0  13.3 999.0 99.0 99.00
