#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 01 01 00 00 999 99.0 99.0  1.54 11.11  9.44 349 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 00 30 999 99.0 99.0  1.54 11.11  9.59 345 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 01 00 999 99.0 99.0  1.65 11.11  9.45 345 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 01 30 999 99.0 99.0  1.67 12.50  9.91 352 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 02 00 999 99.0 99.0  1.62 11.76  9.79 349 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 02 30 999 99.0 99.0  1.36 11.76  9.18 349 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 03 00 999 99.0 99.0  1.39 11.76  9.32 346 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 03 30 999 99.0 99.0  1.39 11.76  9.36 352 9999.0 999.0  13.6 999.0 99.0 99.00
2020 01 01 04 00 999 99.0 99.0  1.31 12.50  9.40 352 9999.0 999.0  13.5 999.0 99.0 99.00
2020 01 01 04 30 999 99.0 99.0  1.47 12.50  9.73 349 9999.0 999.0  13.5 999.0 99.0 99.00
2020 01 01 05 00 999 99.0 99.0  1.28 11.76  9.35 351 9999.0 999.0  13.5 999.0 99.0 99.00
2020 01 01 05 30 999 99.0 99.0  1.38 11.11  9.66 346 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 06 00 999 99.0 99.0  1.46 11.11  9.59 346 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 06 30 999 99.0 99.0  1.24 13.33  9.11 349 9999.0 999.0  13.5 999.0 99.0 99.00
2020 01 01 07 00 999 99.0 99.0  1.27 13.33  9.35 352 9999.0 999.0  13.5 999.0 99.0 99.00
2020 01 01 07 30 999 99.0 99.0  1.21 12.50  9.09 351 9999.0 999.0  13.5 999.0 99.0 99.00
2020 01 01 08 00 999 99.0 99.0  1.32 11.76  9.82 346 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 08 30 999 99.0 99.0  1.28 12.50  9.99 352 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 09 00 999 99.0 99.0  1.49 12.50 10.99 348 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 09 30 999 99.0 99.0  1.37 22.22 10.37  12 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 10 00 999 99.0 99.0  1.38 22.22 10.75   9 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 10 30 999 99.0 99.0  1.33 22.22 10.00   0 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 11 00 999 99.0 99.0  1.45 22.22 10.20   3 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 11 30 999 99.0 99.0  1.56 22.22 10.94  12 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 12 00 999 99.0 99.0  1.43 22.22  9.84   2 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 12 30 999 99.0 99.0  1.55 22.22 10.12   3 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 13 00 999 99.0 99.0  1.49 12.50 10.09 346 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 13 30 999 99.0 99.0  1.62 22.22 10.81  12 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 14 00 999 99.0 99.0  1.48 22.22 10.05   6 9999.0 999.0  13.4 999.0 99.0 99.00
2020 01 01 14 30 999 99.0 99.0  1.39 11.11  9.27 345 9999.0 999.0  13.4 999.0 99.0 99.00
