#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 00 45 999 99.0 99.0  1.12 11.76  7.91 352 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 01 15 999 99.0 99.0  1.10  9.88  7.08 339 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 01 45 999 99.0 99.0  1.02 10.53  6.31 346 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 02 15 999 99.0 99.0  1.07 11.76  5.87 353 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 02 45 999 99.0 99.0  1.07 11.11  5.61 352 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 03 15 999 99.0 99.0  1.11 11.76  5.61 353 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 03 45 999 99.0 99.0  1.14 11.76  5.42 352 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 04 15 999 99.0 99.0  1.06 11.76  5.48 353 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 04 45 999 99.0 99.0  1.00 13.33  5.65 359 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 05 45 999 99.0 99.0  0.98 10.53  5.68 346 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 06 15 999 99.0 99.0  0.89 13.33  5.63 360 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 06 45 999 99.0 99.0  0.93 12.50  5.81 352 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 07 15 999 99.0 99.0  0.94 11.11  6.00 347 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 07 45 999 99.0 99.0  0.82 10.53  5.80 347 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 08 15 999 99.0 99.0  0.93 12.50  6.63 353 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 08 45 999 99.0 99.0  0.85 11.11  6.83 347 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 09 15 999 99.0 99.0  0.81 11.76  6.85 354 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 09 45 999 99.0 99.0  0.82 12.50  7.11 356 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 10 15 999 99.0 99.0  0.76 11.76  6.79 357 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 10 45 999 99.0 99.0  0.82 13.33  7.34 357 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 11 15 999 99.0 99.0  0.73 12.50  6.54 350 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 11 45 999 99.0 99.0  0.78 12.50  7.15 352 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 12 15 999 99.0 99.0  0.87 12.50  8.44 353 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 12 45 999 99.0 99.0  0.83 11.76  8.12 353 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 13 15 999 99.0 99.0  0.82 11.76  8.50 354 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 13 45 999 99.0 99.0  0.80 11.76  8.44 354 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 14 15 999 99.0 99.0  0.91 11.11  8.04 349 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 14 45 999 99.0 99.0  0.95 11.76  8.41 350 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 15 15 999 99.0 99.0  0.80 11.11  7.43 349 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 15 45 999 99.0 99.0  0.93 11.11  7.93 347 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 16 15 999 99.0 99.0  0.94 11.76  8.15 356 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 16 45 999 99.0 99.0  0.96 11.11  7.96 349 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 17 15 999 99.0 99.0  1.01 11.11  8.17 352 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 17 45 999 99.0 99.0  0.95  9.88  7.59 344 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 18 15 999 99.0 99.0  0.96 10.53  7.94 347 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 18 45 999 99.0 99.0  1.04 10.53  8.09 344 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 19 15 999 99.0 99.0  1.01 11.11  8.16 347 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 19 45 999 99.0 99.0  0.94 11.11  8.19 347 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 20 15 999 99.0 99.0  1.12 11.11  8.79 346 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 20 45 999 99.0 99.0  0.97  9.88  7.60 342 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 21 15 999 99.0 99.0  0.92 10.53  7.45 346 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 21 45 999 99.0 99.0  1.02 10.53  7.45 343 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 22 15 999 99.0 99.0  1.00 11.11  7.42 352 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 22 45 999 99.0 99.0  0.92 11.76  7.29 352 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 23 15 999 99.0 99.0  1.05 10.53  7.97 343 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 23 45 999 99.0 99.0  1.16 10.53  8.14 344 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 00 15 999 99.0 99.0  0.99 11.11  7.76 344 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 00 45 999 99.0 99.0  1.11 10.53  7.76 346 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 01 15 999 99.0 99.0  1.04  9.88  7.02 340 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 01 45 999 99.0 99.0  1.04  9.88  7.02 343 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 02 15 999 99.0 99.0  0.96 11.11  6.36 349 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 02 45 999 99.0 99.0  1.03 10.53  6.23 347 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 03 15 999 99.0 99.0  1.11 10.53  6.83 346 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 02 03 45 999 99.0 99.0  1.07 11.76  6.61 352 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 02 04 15 999 99.0 99.0  1.04  9.88  6.11 342 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 02 04 45 999 99.0 99.0  0.98 11.11  5.93 349 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 02 05 15 999 99.0 99.0  0.97 11.11  6.09 352 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 02 05 45 999 99.0 99.0  0.96 11.11  6.40 350 9999.0 999.0  11.7 999.0 99.0 99.00
