#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 01 01 00 26 999 99.0 99.0  1.60 11.76  6.78 352 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 00 56 999 99.0 99.0  1.66 11.11  6.88 346 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 01 26 999 99.0 99.0  1.77 11.11  7.25 346 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 01 56 999 99.0 99.0  1.77 11.11  7.65 346 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 02 26 999 99.0 99.0  1.73 11.76  8.25 349 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 02 56 999 99.0 99.0  1.53 12.50  7.75 351 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 03 26 999 99.0 99.0  1.56 12.50  8.20 353 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 03 56 999 99.0 99.0  1.63 11.76  8.22 349 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 04 26 999 99.0 99.0  1.55 12.50  8.19 353 9999.0 999.0  12.3 999.0 99.0 99.00
2021 01 01 04 56 999 99.0 99.0  1.76 11.11  9.09 346 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 05 26 999 99.0 99.0  1.74 11.76  9.24 346 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 05 56 999 99.0 99.0  1.63 11.76  9.15 348 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 06 26 999 99.0 99.0  1.65 11.11  9.32 342 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 06 56 999 99.0 99.0  1.77 13.33  9.76 353 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 07 56 999 99.0 99.0  1.97 12.50 10.39 345 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 08 26 999 99.0 99.0  2.02 12.50 10.58 345 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 08 56 999 99.0 99.0  2.00 12.50 10.68 345 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 09 56 999 99.0 99.0  1.75 11.76 10.32 343 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 10 26 999 99.0 99.0  1.77 11.76 10.34 341 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 10 56 999 99.0 99.0  1.91 12.50 10.54 346 9999.0 999.0  12.2 999.0 99.0 99.00
2021 01 01 11 26 999 99.0 99.0  1.63 11.76  9.84 346 9999.0 999.0  12.1 999.0 99.0 99.00
2021 01 01 11 56 999 99.0 99.0  1.48 11.11  9.16 346 9999.0 999.0  12.1 999.0 99.0 99.00
2021 01 01 12 26 999 99.0 99.0  1.76 12.50  9.77 351 9999.0 999.0  12.1 999.0 99.0 99.00
